Id,Category
40685,3
49760,5
5776,7
66641,0
18504,0
67958,7
13538,4
67889,6
6780,0
18776,3
6778,0
67045,3
28991,1
39481,0
7500,9
76804,2
49241,0
104089,7
30338,7
7287,9
42271,9
10332,8
77702,5
56345,3
39629,1
43888,7
29307,2
49927,7
53159,4
43735,4
89995,7
43797,6
67763,6
18521,0
5175,3
40079,2
4585,0
67039,3
41155,5
5489,5
68590,9
13503,3
68635,9
22859,6
56592,6
19197,8
42149,8
5166,3
99180,6
12347,0
40084,2
99611,0
69099,2
29696,4
40432,3
56422,4
56187,1
104273,9
5256,3
39477,0
12689,6
56784,9
30507,8
7086,5
43896,8
104221,9
29720,4
92556,7
78676,8
12596,3
67125,3
56140,1
5934,8
29104,1
39952,1
40904,4
41173,5
39744,1
40702,3
9542,0
78977,9
53217,6
5030,2
49670,4
49237,0
7114,5
40165,2
18617,1
99197,6
43687,3
50790,1
40139,2
19037,6
56386,4
41145,5
18655,2
53170,5
7140,6
39908,1
67898,6
49384,1
56289,3
40530,3
12643,3
39877,1
77824,5
50848,4
41212,5
49888,6
7453,9
18520,0
13629,9
66741,1
67703,6
67676,5
89463,0
41782,7
40016,2
67374,4
12463,1
89801,4
68368,8
40982,4
5551,6
30037,6
78406,7
68643,9
10497,9
77112,3
92624,9
10296,7
92535,6
7292,9
9846,3
66792,1
56314,3
69165,9
7188,7
78978,9
43574,1
76546,1
49881,6
50880,5
79051,9
41541,6
13439,0
67282,4
6872,1
89438,0
67013,2
77758,5
9816,3
66831,1
39960,1
99329,8
5552,6
77168,3
68663,9
10146,6
41343,5
12559,2
6868,1
30433,7
41568,6
13566,6
6930,2
4583,0
78475,7
67008,2
77817,5
68177,7
78635,8
5428,5
40705,3
43635,2
5147,3
5145,3
30668,9
76264,0
43631,2
10267,7
67015,2
49581,3
30291,7
99221,6
71228,2
40650,3
7398,9
29687,4
99246,6
40233,2
39543,0
78763,8
56086,1
77304,3
41604,6
30705,9
78737,8
4740,1
85747,7
40279,2
4662,0
41852,7
40877,4
40156,2
68043,7
49815,6
4801,1
99654,9
29537,3
49304,0
50873,5
78224,7
49377,1
68767,9
76588,1
10496,9
9900,4
12349,0
41743,6
42154,8
7514,9
53245,7
56419,4
40111,2
12418,1
7420,9
49657,4
67547,5
92404,0
5459,5
40082,2
7452,9
10430,9
56722,8
39309,0
77369,4
67397,4
77435,4
78542,7
12632,3
68648,9
103394,0
68311,8
67259,3
66762,1
5748,7
76900,2
56716,8
42218,8
43813,6
49715,5
5446,5
30734,9
77743,5
39462,0
44627,2
68562,9
41169,5
77451,4
19029,6
41843,7
10356,8
42270,9
68581,9
41397,5
49342,1
40628,3
68370,8
67129,3
40544,3
40467,3
40100,2
89850,5
99500,9
10410,9
7183,7
41821,7
29805,4
29162,1
42460,9
30206,7
78826,8
13499,3
5134,3
29115,1
18997,6
30250,7
18697,2
67669,5
99773,9
67227,3
41486,5
40404,3
68577,9
56134,1
77805,5
89392,0
41546,6
12598,3
29277,2
56367,4
42087,8
7511,9
99650,9
39739,1
10195,7
77086,3
41990,7
76571,1
68035,7
78470,7
22892,8
67855,6
5183,3
76215,0
76928,2
49767,5
66784,1
7010,3
78428,7
7198,7
6863,1
56671,7
5252,3
18858,4
5239,3
5372,4
66747,1
68265,8
42146,8
7126,6
49738,5
39941,1
4923,2
40617,3
68371,8
10120,6
99735,9
42428,9
40807,4
39715,1
68533,9
56797,9
77548,4
41418,5
92536,6
68709,9
5839,8
76232,0
30773,9
12715,7
40757,3
68214,8
68372,8
67625,5
78976,9
90100,8
66925,2
77897,5
40136,2
30549,8
7209,7
77208,3
50780,0
66932,2
40472,3
40017,2
5315,4
10265,7
7001,3
30528,8
41130,5
42523,9
42143,8
29542,3
30082,6
77167,3
5533,5
77044,3
56674,7
39709,1
4849,1
66810,1
50916,7
10200,7
103785,4
30592,8
9554,0
5650,6
39441,0
30324,7
49444,2
56679,7
29419,3
56776,9
7353,9
49306,0
5831,8
68201,7
29996,6
78701,8
41481,5
22797,3
40937,4
89371,0
50841,3
68686,9
77855,5
4789,1
77368,4
10131,6
42348,9
49466,2
41855,7
42257,9
49363,1
66938,2
78014,5
13553,5
56274,2
103342,0
41666,6
77420,4
6880,1
76906,2
99281,6
104153,8
41528,6
49318,0
30409,7
5670,6
7255,8
40303,2
6848,1
76867,2
40502,3
78808,8
39570,0
89891,5
68493,8
53091,2
5512,5
68518,9
4965,2
76895,2
78868,8
49422,1
44594,2
43606,2
56798,9
4564,0
4985,2
76539,1
68442,8
6852,1
9606,1
56670,7
76372,1
79058,9
42352,9
68485,8
18855,4
12422,1
67888,6
49686,4
66948,2
39348,0
56364,4
92496,4
12480,1
77454,4
41454,5
99739,9
10144,6
90116,8
18552,0
39442,0
28811,0
10099,6
99506,0
29588,3
7501,9
41353,5
13518,3
56094,1
40069,2
9915,4
10201,7
41735,6
49232,0
56841,9
76675,2
99488,9
49314,0
68745,9
43621,2
56541,5
76669,2
41635,6
67468,5
5059,2
77953,5
41672,6
43665,3
30530,8
12297,0
67511,5
29605,4
41297,5
13507,3
7148,6
18511,0
56193,1
77310,3
49663,4
67956,7
43559,1
13637,9
9926,4
22907,8
68387,8
49560,3
67672,5
41516,6
67730,6
67095,3
103269,0
78080,6
76959,2
30145,6
5211,3
53274,8
41790,7
5863,8
78154,6
40295,2
41540,6
49877,6
78028,5
56852,9
103800,4
89899,5
67627,5
92407,0
41819,7
41402,5
6818,0
29682,4
13480,2
5513,5
39353,0
104272,9
29167,1
39863,1
85731,7
67927,6
30495,8
29478,3
30040,6
7162,6
40332,2
43628,2
42105,8
77754,5
67389,4
19172,8
91639,7
12614,3
29553,3
29046,1
40375,3
39991,2
78544,7
30747,9
99264,6
29245,2
41698,6
30350,7
40938,4
77475,4
29954,5
39710,1
56488,5
13575,6
19011,6
79045,9
30853,9
18980,6
39364,0
67309,4
99241,6
7323,9
104098,7
9965,5
99698,9
91592,5
29875,5
99541,0
10063,6
7515,9
7062,4
12277,0
66868,2
77396,4
91564,4
40132,2
71303,6
56188,1
9516,0
29570,3
66738,1
43513,0
5223,3
7342,9
103804,4
89896,5
22833,4
30556,8
9867,3
29761,4
30632,8
76220,0
78121,6
22753,0
39408,0
5405,4
68292,8
5353,4
40331,2
40418,3
6775,0
7289,9
29623,4
53238,7
43515,0
49695,4
103822,4
76888,2
30884,9
43553,1
99424,8
12312,0
4966,2
68388,8
77140,3
39621,1
18571,1
89874,5
77717,5
42015,7
40123,2
49594,3
49616,3
39541,0
89780,4
77529,4
99561,0
29990,5
41144,5
77525,4
68364,8
29182,1
92531,6
30132,6
67650,5
56613,6
43728,4
78152,6
43617,2
5564,6
29656,4
41412,5
30003,6
104123,8
78706,8
78640,8
68678,9
50073,9
99239,6
18690,2
99299,6
56801,9
5109,3
13562,6
76660,1
40377,3
30896,9
49548,3
103411,0
89372,0
41001,4
18783,3
18691,2
71268,4
40564,3
77276,3
68730,9
56327,3
41976,7
99616,0
68475,8
19035,6
5743,7
18791,3
43781,5
18937,5
29087,1
9679,2
30823,9
53129,3
68084,7
29712,4
41917,7
5787,7
103435,0
43524,0
5268,4
41835,7
78405,7
56416,4
67105,3
13593,7
44704,5
66981,2
67166,3
78789,8
41386,5
56318,3
19160,8
67991,7
4929,2
77612,4
71311,6
12307,0
89374,0
40214,2
104018,7
56248,2
12393,0
6918,2
41394,5
18704,2
77734,5
67990,7
43623,2
90193,9
99554,0
30239,7
99785,9
30849,9
49582,3
49574,3
104156,8
41054,4
66714,1
78218,7
40141,2
50001,8
9998,5
12330,0
40945,4
18513,0
7474,9
50844,3
10017,5
30301,7
30878,9
22860,6
4852,1
49368,1
66698,1
90179,9
30616,8
77157,3
29715,4
77845,5
71342,8
49827,6
77156,3
18763,3
77305,3
56520,5
39401,0
44589,2
9804,3
29704,4
49497,2
7167,6
5334,4
40869,4
40348,3
30490,8
6935,2
5416,5
92399,0
29658,4
99369,8
56265,2
41532,6
7465,9
12554,2
12291,0
41045,4
22866,6
56343,3
5906,8
5217,3
68746,9
10491,9
49939,7
44788,9
41031,4
77646,4
12399,1
53197,6
19196,8
99170,6
30314,7
19055,6
5654,6
18996,6
19165,8
39623,1
90057,7
56148,1
67079,3
68682,9
53108,2
66659,0
41190,5
77411,4
77179,3
78276,7
49839,6
67612,5
69116,4
22850,5
66680,0
78089,6
71312,6
85712,6
67837,6
4776,1
99575,0
67527,5
12610,3
30731,9
71286,5
42230,8
30373,7
43573,1
56220,2
50905,6
49938,7
41233,5
89764,4
76747,2
7399,9
39885,1
66824,1
86594,7
18728,2
40580,3
5221,3
40366,3
42392,9
76532,1
68487,8
10322,8
77722,5
86604,7
7172,7
42173,8
18832,3
5225,3
53157,4
49353,1
18718,2
67577,5
76278,0
7286,9
29454,3
68188,7
68597,9
29995,6
92585,8
76206,0
10213,7
104262,9
86561,5
42453,9
42456,9
10012,5
40540,3
67006,2
76291,0
90169,9
5475,5
78812,8
18993,6
30394,7
78831,8
99253,6
67010,2
78535,7
30611,8
22791,2
66997,2
40849,4
39321,0
68030,7
76789,2
90130,9
67195,3
49439,2
56081,1
67803,6
30023,6
49284,0
40465,3
41289,5
56718,8
30858,9
9682,2
77450,4
56746,8
77243,3
28840,0
6933,2
5879,8
29749,4
77521,4
78291,7
68220,8
67486,5
19152,8
56521,5
44655,2
41313,5
92610,9
10347,8
10110,6
67646,5
29066,1
53278,8
42284,9
41779,7
77994,5
89942,6
5476,5
29126,1
90139,9
5941,8
10478,9
5830,8
77221,3
78565,7
5649,6
103413,0
13596,7
69106,3
29238,2
49448,2
67281,4
50046,8
42447,9
10230,7
90143,9
43598,2
99566,0
5504,5
30482,8
56079,1
40704,3
10370,8
56119,1
5657,6
67708,6
5902,8
4814,1
77965,5
67828,6
76764,2
9793,3
67494,5
50914,7
13543,5
6978,3
43761,5
10242,7
40283,2
5111,3
6832,1
89803,4
12456,1
67476,5
68268,8
68002,7
28919,0
41479,5
44678,3
76676,2
42208,8
99784,9
77125,3
68525,9
79000,9
30550,8
40710,3
30400,7
42324,9
67609,5
90195,9
29756,4
18705,2
68400,8
99433,9
29912,5
40174,2
99406,8
76562,1
30430,7
39632,1
56492,5
76949,2
56504,5
49365,1
99686,9
92495,4
39403,0
10312,8
56847,9
49956,7
30386,7
69128,5
86478,0
49386,1
7007,3
19204,8
4912,2
13505,3
66626,0
39587,0
41385,5
9953,4
12682,6
6940,2
68378,8
76783,2
56796,9
99441,9
29933,5
77493,4
30007,6
30115,6
5724,7
77711,5
90176,9
4656,0
5299,4
78090,6
28817,0
43699,4
67104,3
7099,5
29556,3
39684,1
5345,4
91669,9
29502,3
53276,8
91573,4
7024,4
9901,4
49937,7
49242,0
39697,1
90027,7
18964,5
49775,5
42247,9
29461,3
67130,3
40941,4
29854,5
5132,3
49885,6
68054,7
89424,0
104120,8
66853,1
66813,1
86612,8
66737,1
56130,1
29147,1
90196,9
76857,2
66570,0
30478,8
78959,9
30506,8
99707,9
5505,5
103833,4
41691,6
69097,2
40278,2
90064,8
49802,6
49684,4
30378,7
99351,8
10391,8
41113,4
76937,2
4903,2
78402,7
77288,3
29847,5
66647,0
69081,0
68405,8
39716,1
29000,1
5887,8
56407,4
10233,7
49260,0
99439,9
89861,5
18909,5
92576,7
7102,5
49540,2
18773,3
5115,3
76274,0
66635,0
67741,6
12519,1
67131,3
68103,7
7074,5
40228,2
67871,6
77867,5
56129,1
9747,2
53277,8
50118,9
9912,4
44566,0
29554,3
78306,7
12698,6
41398,5
4596,0
69110,3
9685,2
40159,2
4910,2
43534,1
30857,9
30757,9
30775,9
30741,9
104255,9
43498,0
91593,5
10482,9
22804,3
67481,5
29475,3
40255,2
78339,7
56249,2
30511,8
9619,1
43719,4
91595,5
43893,8
18903,4
89412,0
67711,6
13589,7
103434,0
78511,7
103357,0
69127,5
18557,1
56135,1
76598,1
30514,8
68233,8
4930,2
67724,6
40654,3
103755,4
10451,9
67188,3
41186,5
56692,8
30856,9
41890,7
41932,7
18687,2
18755,2
5801,7
4624,0
7203,7
28927,0
41965,7
78079,6
43612,2
68343,8
5011,2
41109,4
30825,9
99666,9
7499,9
4727,0
5255,3
39907,1
70508,1
77068,3
19054,6
44677,3
68430,8
66967,2
90070,8
49545,3
44737,7
78165,6
103407,0
43550,1
79018,9
56827,9
67937,6
66744,1
49790,5
40384,3
28901,0
40778,3
42103,8
9611,1
9866,3
78948,9
13519,4
78404,7
39671,1
89916,5
77473,4
50852,4
77567,4
30275,7
5901,8
77198,3
67176,3
68168,7
90020,7
9844,3
28891,0
39526,0
39618,1
56728,8
67785,6
6866,1
41837,7
28998,1
103761,4
56431,4
29709,4
76665,1
12676,5
53144,4
30568,8
56084,1
29111,1
104061,7
56264,2
78638,8
77841,5
41325,5
5621,6
68768,9
68476,8
5623,6
79060,9
99756,9
68693,9
29345,2
68055,7
67515,5
41678,6
40477,3
92512,5
86588,6
76654,1
90203,9
68399,8
5706,7
12697,6
29233,2
89967,6
67457,5
56637,6
76648,1
4684,0
99529,0
76827,2
39977,2
40222,2
39569,0
56491,5
4726,0
77412,4
56785,9
30251,7
39636,1
68149,7
5779,7
40001,2
41521,6
42297,9
13453,1
89373,0
9598,1
99443,9
66581,0
56400,4
89929,6
68189,7
6784,0
41559,6
99289,6
56591,6
5418,5
41433,5
67572,5
42032,8
39575,0
42249,9
7297,9
5655,6
43544,1
77741,5
12370,0
7480,9
5692,7
39966,2
78851,8
66802,1
43917,8
41240,5
56649,7
18567,1
10411,9
66564,0
9651,1
43510,0
41459,5
44595,2
42376,9
42342,9
18656,2
10350,8
99652,9
92568,7
66911,2
68193,7
41518,6
56685,7
39625,1
30347,7
67805,6
56330,3
78708,8
18896,4
77681,4
41613,6
41974,7
76489,1
5622,6
78526,7
4668,0
86474,0
67823,6
4570,0
39497,0
30735,9
7185,7
42147,8
56085,1
9989,5
50028,8
40541,3
10361,8
78320,7
41430,5
77837,5
13584,7
28870,0
13460,1
40387,3
77753,5
78986,9
39630,1
4625,0
103326,0
30855,9
78572,8
30258,7
39608,1
5434,5
6884,1
56392,4
40582,3
6941,2
78683,8
99359,8
28890,0
40071,2
40211,2
19182,8
5215,3
66877,2
78900,8
71305,6
44717,6
39465,0
7091,5
43588,2
89858,5
104033,7
10443,9
40907,4
29136,1
30273,7
39384,0
67961,7
78902,8
68738,9
77118,3
41049,4
44693,4
10157,6
7125,6
77235,3
41921,7
49665,4
91483,0
40997,4
41203,5
7330,9
89909,5
78882,8
66731,1
90149,9
12671,5
40110,2
9987,5
44679,3
6787,0
19167,8
19052,6
68237,8
76784,2
50116,9
39370,0
67378,4
79042,9
50018,8
5524,5
49478,2
66689,1
53041,0
66961,2
41802,7
89986,6
42464,9
5339,4
85730,7
68579,9
66749,1
78632,8
76437,1
77460,4
40229,2
39957,1
29827,5
103379,0
76286,0
10351,8
29135,1
49871,6
53270,8
77103,3
92509,5
53220,6
28977,1
53260,8
5263,3
76451,1
29545,3
56683,7
78512,7
77826,5
68003,7
29382,2
77430,4
30684,9
56440,4
40881,4
40839,4
67562,5
40675,3
22882,7
66903,2
70520,1
66666,0
68080,7
79047,9
4892,2
78034,5
39440,0
49297,0
43915,8
49218,0
7361,9
30840,9
90168,9
41801,7
10352,8
5157,3
49675,4
67444,5
78888,8
99204,6
49757,5
29423,3
90159,9
22847,5
66669,0
30868,9
49367,1
78784,8
67943,6
30724,9
39504,0
78931,8
12290,0
10092,6
10169,6
56146,1
5452,5
66995,2
43804,6
56494,5
12272,0
41859,7
77922,5
89878,5
4754,1
9536,0
41538,6
53069,1
41595,6
89768,4
30677,9
56695,8
12413,1
5289,4
78207,7
67649,5
67052,3
68615,9
78923,8
76236,0
10179,6
53142,4
40644,3
67165,3
9623,1
39831,1
50856,4
49759,5
12609,3
76283,0
67819,6
4936,2
9613,1
89783,4
43655,3
44684,4
41388,5
99383,8
5200,3
4981,2
5161,3
29997,6
56576,6
78388,7
30728,9
49299,0
40592,3
39409,0
66971,2
28842,0
53263,8
9586,0
7240,8
41234,5
99651,9
39427,0
99528,0
39663,1
29021,1
29157,1
5404,4
89838,5
12759,8
41842,7
29559,3
78507,7
30860,9
76801,2
6949,2
50862,4
41789,7
43529,0
91599,5
77444,4
86471,0
67439,5
76536,1
40812,4
76950,2
67296,4
12757,8
99168,6
29331,2
30140,6
40057,2
71315,6
103390,0
44649,2
42335,9
39752,1
49701,4
49968,7
78369,7
12779,8
40682,3
50124,9
4692,0
78425,7
10206,7
4743,1
18808,3
9719,2
78125,6
99283,6
40668,3
41526,6
39700,1
5083,2
56333,3
67738,6
78105,6
99614,0
49401,1
12746,8
22761,0
78146,6
29654,4
43836,6
44772,8
66592,0
77597,4
39483,0
56309,3
6904,1
40208,2
56254,2
78363,7
66987,2
42177,8
76552,1
68772,9
4648,0
29222,2
43741,4
5797,7
40677,3
10271,7
7242,8
66547,0
42151,8
41401,5
89870,5
43754,5
71314,6
77312,3
5322,4
78578,8
42291,9
90181,9
13636,9
67571,5
77625,4
29494,3
18614,1
40537,3
76729,2
13496,2
99187,6
10334,8
41631,6
49343,1
66679,0
56136,1
28879,0
43798,6
10485,9
41221,5
77553,4
77263,3
78346,7
56503,5
99427,8
76243,0
76383,1
78973,9
77789,5
29731,4
67086,3
67218,3
12410,1
49794,5
5642,6
42413,9
40241,2
77370,4
91585,5
99284,6
42359,9
7261,9
41014,4
86554,5
67135,3
4934,2
50932,8
6846,1
99515,0
6890,1
9997,5
5235,3
89837,5
30032,6
41952,7
56153,1
90182,9
39992,2
40062,2
41255,5
43685,3
53249,7
30357,7
5303,4
40046,2
76385,1
5279,4
53224,6
67349,4
9923,4
78263,7
78877,8
18575,1
91568,4
99473,9
18928,5
41875,7
6816,0
12525,2
49873,6
69142,7
29721,4
103405,0
49268,0
10159,6
76806,2
78521,7
39515,0
13522,4
104217,9
39790,1
12462,1
30721,9
13555,5
30574,8
40676,3
53219,6
41300,5
90033,7
68290,8
66623,0
41364,5
43596,2
67870,6
67826,6
9759,2
30181,6
30114,6
41950,7
76226,0
49907,7
43843,7
7143,6
6925,2
56101,1
28887,0
43864,7
30030,6
29028,1
49882,6
77980,5
41730,6
68342,8
41195,5
66733,1
5846,8
10415,9
30847,9
40799,3
5651,6
12578,2
41524,6
7455,9
99681,9
30414,7
68627,9
30081,6
18558,1
4870,1
10440,9
41828,7
49933,7
56370,4
50062,9
6814,0
104071,7
40969,4
103809,4
18654,2
67289,4
76825,2
43663,3
29739,4
42311,9
90012,7
43608,2
40791,3
43595,2
78993,9
39880,1
53118,3
49552,3
5559,6
5055,2
78136,6
69137,6
76638,1
28861,0
68587,9
43571,1
49822,6
7149,6
76221,0
89924,6
39800,1
29292,2
7206,7
66663,0
49626,4
9556,0
56826,9
42328,9
92498,4
56715,8
44675,3
5417,5
78066,6
56365,4
42007,7
30732,9
7155,6
77996,5
50092,9
78201,7
49528,2
77245,3
78341,7
6833,1
40864,4
29253,2
78200,7
78549,7
41861,7
92538,6
53122,3
68731,9
30197,6
78937,9
30068,6
30014,6
5461,5
42132,8
76273,0
77440,4
39315,0
77950,5
9686,2
104226,9
99746,9
89765,4
92586,8
5249,3
49354,1
76634,1
76488,1
4931,2
12420,1
13597,7
89936,6
13491,2
13483,2
56316,3
50110,9
56338,3
68437,8
66818,1
4577,0
56518,5
12320,0
67271,3
44754,7
77485,4
30244,7
77710,5
30407,7
77399,4
29511,3
77205,3
69111,3
22909,8
5152,3
30792,9
30242,7
7111,5
56291,3
89865,5
90144,9
30389,7
68528,9
9512,0
29921,5
68049,7
42174,8
40105,2
12551,2
76803,2
103784,4
28932,0
29590,3
66582,0
43649,3
22910,8
40080,2
71227,2
68630,9
5738,7
91625,7
39803,1
53058,0
41126,5
78352,7
67415,4
41503,6
66780,1
67288,4
66664,0
66941,2
67910,6
78614,8
50918,7
43895,8
5000,2
99398,8
68106,7
68124,7
67997,7
67718,6
77536,4
67537,5
41319,5
44775,9
68568,9
56096,1
41663,6
92597,8
30751,9
56182,1
30178,6
66823,1
86477,0
99667,9
29659,4
56296,3
12409,1
76436,1
56363,4
68345,8
12473,1
76918,2
49671,4
49668,4
78294,7
77436,4
41283,5
104224,9
4879,1
30738,9
42229,8
53237,7
99816,9
68656,9
67139,3
68455,8
68723,9
39980,2
49681,4
18649,2
99232,6
5080,2
44562,0
66945,2
28912,0
89867,5
53207,6
9534,0
66675,0
22868,6
56566,6
103393,0
103334,0
78940,9
40415,3
89766,4
49874,6
77248,3
104034,7
90217,9
68754,9
40723,3
53169,5
7084,5
68473,8
41250,5
9687,2
30831,9
40483,3
42034,8
67830,6
40596,3
39386,0
12289,0
49214,0
30232,7
40978,4
40688,3
41712,6
40639,3
6965,3
67681,5
4841,1
10085,6
78115,6
29575,3
103743,4
44713,5
40699,3
